Baseline ID,User Name,User ID,Activity,Time Period,Segment Count,Maturity Level,Tau In,Tau Out,Tau Normal,Tau Source,Stable Score Count,Computed At
"6a87bf3c000efc20806163ba","peserta 12","6a8376c1483cdfd43096aaeb","Berkendara","morning","140","cold_start","1.67","1.09","0.75","provisional","1","2026-08-23T09:46:39.998Z"
"6a87bf3c000efc20806163bb","peserta 12","6a8376c1483cdfd43096aaeb","Berdiri","morning","29","cold_start","1.7","1.1","0.75","provisional","0","2026-08-23T09:46:41.142Z"
"6a87bf3c000efc20806163bc","peserta 12","6a8376c1483cdfd43096aaeb","Berbaring","morning","46","cold_start","1.8","1.15","0.75","provisional","1","2026-08-23T09:46:42.186Z"
"6a87bf3c000efc20806163bd","peserta 12","6a8376c1483cdfd43096aaeb","Duduk","morning","385","cold_start","1.7","1.1","0.75","provisional","0","2026-08-23T09:46:43.061Z"
"6a87bf3c000efc20806163be","Peserta 13","6a8534751dabe9109f492571","Berdiri","morning","29","cold_start","2.48","1.49","0.75","provisional","0","2026-08-23T09:46:43.985Z"
"6a87bf3c000efc20806163bf","Peserta 13","6a8534751dabe9109f492571","Berkendara","morning","140","cold_start","1.97","1.24","0.75","provisional","2","2026-08-23T09:46:44.999Z"
"6a87bf3c000efc20806163c0","Peserta 13","6a8534751dabe9109f492571","Duduk","morning","385","cold_start","1.54","1.02","0.75","provisional","0","2026-08-23T09:46:46.118Z"
"6a87bf3c000efc20806163c1","Peserta 13","6a8534751dabe9109f492571","Berjalan","morning","85","cold_start","1.7","1.1","0.75","provisional","0","2026-08-23T09:46:47.082Z"
"6a87bf3c000efc20806163c2","Peserta 14","6a859ff288f0f52216b19740","Berkendara","morning","140","cold_start","1.55","1.02","0.75","provisional","4","2026-08-23T09:46:47.891Z"
"6a87bf3c000efc20806163c3","Peserta 14","6a859ff288f0f52216b19740","Berjalan","morning","85","cold_start","1.7","1.1","0.75","provisional","0","2026-08-23T09:46:48.747Z"
"6a87bf3c000efc20806163c4","Peserta 14","6a859ff288f0f52216b19740","Duduk","morning","385","cold_start","1.7","1.1","0.75","provisional","0","2026-08-23T09:46:49.643Z"
"6a87bf3c000efc20806163c5","Peserta 14","6a859ff288f0f52216b19740","Berbaring","morning","46","cold_start","1.7","1.1","0.75","provisional","0","2026-08-23T09:46:50.583Z"
"6a87bf3c000efc20806163c6","Peserta 15","6a85b24988f0f52216b19990","Berkendara","morning","140","cold_start","1.66","1.08","0.75","provisional","5","2026-08-23T09:46:51.550Z"
"6a87bf3c000efc20806163c7","Peserta 15","6a85b24988f0f52216b19990","Berbaring","morning","46","cold_start","1.52","1.01","0.75","provisional","1","2026-08-23T09:46:52.520Z"
"6a88d88e86d599531278f58d","Peserta 6","6a804ceffcc5a44336b428af","Berbaring","evening","46","cold_start","1.7","1.1","0.75","provisional","0","2026-08-23T09:46:53.504Z"
"6a890aa486d599531278f728","Peserta 8 ","6a82a833483cdfd43096a919","Duduk","evening","385","cold_start","1.7","1.1","0.75","provisional","6","2026-08-23T09:46:54.503Z"
"6a8924f286d599531278fa53","Peserta 17","6a89234a86d599531278f9cd","Duduk","evening","385","cold_start","1.93","1.21","0.75","provisional","0","2026-08-23T09:46:55.490Z"
"6a8990f8eed68c9ce2e88023","Peserta 9","6a82a842483cdfd43096a91a","Duduk","evening","385","cold_start","1.7","1.1","0.75","provisional","6","2026-08-23T09:46:56.489Z"
"6a8ab1a52318fd3a9dc4409a","Peserta 16","6a87ddde000efc208061640c","Duduk","evening","385","cold_start","1.7","1.1","0.75","provisional","0","2026-08-23T09:46:57.509Z"
"6a8ab57e9b6c0a398c562de8","user","6a6609326bf83196b1d73e97","Duduk","morning","385","cold_start","2.7045","1.976","1.559","learned","30","2026-08-23T09:46:58.406Z"
"6a8ab57e9b6c0a398c562de9","user","6a6609326bf83196b1d73e97","Lainnya","morning","206","mature","1.5","1","0.7","configured","18","2026-08-23T08:55:32.503Z"
"6a8ab57e9b6c0a398c562dea","user","6a6609326bf83196b1d73e97","Lainnya","afternoon","206","mature","1.5","1","0.7","configured","28","2026-08-23T08:55:32.946Z"
"6a8ab57f9b6c0a398c562deb","user","6a6609326bf83196b1d73e97","Tidur","evening","397","cold_start","1.5","1","0.7","configured","8","2026-08-23T08:55:28.236Z"
"6a8ab5809b6c0a398c562dec","user","6a6609326bf83196b1d73e97","Tidur","night","397","cold_start","1.153","0.925","0.81","provisional","16","2026-08-23T09:46:59.036Z"
"6a8ab5829b6c0a398c562dee","user","6a6609326bf83196b1d73e97","Duduk","afternoon","385","cold_start","2.7045","1.976","1.559","learned","30","2026-08-23T09:46:59.803Z"
"6a8ab5829b6c0a398c562def","user","6a6609326bf83196b1d73e97","Duduk","evening","385","cold_start","1.5","1","0.7","configured","8","2026-08-23T08:55:31.159Z"
"6a8ab5829b6c0a398c562df0","user","6a6609326bf83196b1d73e97","Lainnya","evening","206","provisional","1.5","1","0.7","configured","18","2026-08-23T08:55:34.366Z"
"6a8ab5839b6c0a398c562df1","user","6a6609326bf83196b1d73e97","Lainnya","night","206","cold_start","2.296","1.469","1.251","learned","100","2026-08-23T09:47:00.197Z"
"6a8ab5839b6c0a398c562df4","user","6a6609326bf83196b1d73e97","Duduk","night","385","cold_start","2.7045","1.976","1.559","learned","30","2026-08-23T09:47:00.230Z"
"6a8abffa31dd737a8b6daa93","Peserta 10","6a82a862483cdfd43096a91c","Duduk","evening","385","cold_start","1.7","1.1","0.75","provisional","3","2026-08-23T09:47:01.087Z"
