episode_id,activity_start,start_tau_in,peak_time,end_tau_out,duration_min,TTP_min,TTR_min,Dmax_feature,Dmax_OP,D_residual,recovery_rate_per_min,AUC_D,L_OP_path_length,trajectory_efficiency,C_peak,V_peak,A_peak,L_peak,R_end,relapse
11,Berbaring,2026-09-05T08:13:00,2026-09-05T08:14:00,2026-09-05T08:33:00,21.0,1.0,19.0,6.186806581178339,2.149875720914063,0.38584023796531774,0.30531401806384323,43.84873054411129,23.326068197821694,0.07021385531832368,0.06795188870453688,0.9999999733993893,-0.739033857917768,0.9643048958782097,1.0,1
12,Berbaring,2026-09-05T08:42:00,2026-09-05T08:42:00,2026-09-05T08:51:00,10.0,0.0,9.0,3.2197451322142734,1.8905081359321818,0.6708627148447986,0.2832091574854972,17.40791979366889,8.575600076581432,0.16702855867343608,-0.7492849442687349,0.9912839063177034,-0.6921987712989348,0.7293791251700642,1.0,1
13,Berbaring,2026-09-05T08:52:00,2026-09-05T08:55:00,2026-09-05T08:58:00,7.0,3.0,3.0,3.5514086770843427,2.0160045074759747,0.6789510200862046,0.9574858856660461,12.27365640944222,7.699371458658955,0.17869139229909947,0.9841971130813444,0.9293075997399013,0.13488268889873953,0.7258578911665305,1.0,0
14,Makan,2026-09-05T09:27:00,2026-09-05T09:30:00,2026-09-05T09:37:00,11.0,3.0,7.0,2.238489304866697,1.8104615631236671,0.9608870499843067,0.1825146078403415,13.94999630663357,13.617604205204014,0.11963275075586839,0.8679648884482847,0.5169883241571821,0.10739133503829604,0.6346228109094438,1.0,0
15,Berbaring,2026-09-05T10:21:00,2026-09-05T10:22:00,2026-09-05T10:24:00,4.0,1.0,2.0,2.629736657914762,1.6109733852921695,0.4591227359418025,1.0853069609864798,4.58650528026533,3.959380338606794,0.4014163460132,-0.609897726611125,-0.22367042452538533,-0.14184750790126147,0.584047080201185,1.0,0
16,Berbaring,2026-09-05T12:27:00,2026-09-05T12:27:00,2026-09-05T12:33:00,7.0,0.0,6.0,2.0554424681230854,1.7829231675582549,0.8139250012639236,0.20691957780986028,7.113411984045845,6.427140688841639,0.327849573078304,-0.7539385631827721,-0.13371307504825666,-0.18351668937907664,0.5785603210072976,1.0,0
17,Berbaring,2026-09-05T13:04:00,2026-09-05T13:05:00,2026-09-05T13:30:00,27.0,1.0,25.0,2.6209315597904146,1.9695499594380945,0.7698733228578335,0.07404232947730324,47.74501637649856,7.914440314419197,0.24615635810313874,0.1520360088586401,-0.8576522069983921,0.5573907677665726,0.7369499952381964,1.0,0
18,Bekerja,2026-09-05T14:36:00,2026-09-05T14:44:00,2026-09-05T14:49:00,14.0,8.0,5.0,3.483326685057989,1.999129321312078,0.9311001951497653,0.5104452979816447,18.621138365507836,14.304755602213088,0.07551061548126224,-0.2853892162512473,0.6520760290667632,-0.5176086808877307,0.726840667506984,1.0,0
19,Berbaring,2026-09-05T19:57:00,2026-09-05T19:58:00,2026-09-05T20:03:00,7.0,1.0,5.0,3.543679953609496,2.0868055666139256,0.4214792954375884,0.6244401316343815,9.715581797516395,5.189426342040987,0.34746136588318677,-0.992051586075043,0.9556093103947602,-0.917635603582119,0.7844404810705454,1.0,1
20,Berbaring,2026-09-05T20:06:00,2026-09-05T20:06:00,2026-09-05T20:09:00,4.0,0.0,3.0,2.3255734297739363,1.8073669558585526,0.8151919395187786,0.5034604967517192,4.489960396672789,3.2296204139831435,0.5391001610005457,0.8345313538613525,0.9517262750022558,0.09038030266263854,0.6594647524569339,1.0,0
21,Berbaring,2026-09-05T20:25:00,2026-09-05T20:47:00,2026-09-05T20:53:00,29.0,22.0,6.0,3.3841488693008626,2.005717438039637,0.5746589448988758,0.46824832073366446,44.25705919309681,23.680947460503145,0.0765230690445392,0.9769474023964988,0.9208080140545883,-0.01570020340493981,0.7374679083701581,1.0,1
22,Berbaring,2026-09-05T20:55:00,2026-09-05T20:55:00,2026-09-05T21:03:00,9.0,0.0,8.0,2.771881429621757,1.898146652023416,0.9109002681641863,0.23262264518219633,14.035620699976354,8.342400174219982,0.19732912528973548,0.8386671631071168,0.9699546781183781,-0.10343310651765254,0.6747691968055067,1.0,1
23,Berbaring,2026-09-05T21:09:00,2026-09-05T21:21:00,2026-09-05T22:30:00,82.0,12.0,69.0,5.410667935556608,2.16010747574194,1.2594573178641555,0.06016247272018047,138.72624372822253,39.25503523811345,0.054520603855638526,-0.9621461441861818,0.9999996419217949,-0.9223530956278422,0.9431885215193713,0.9411750506601189,0
