Waktu,Aktivitas,Valid,Q_Signal,RR_Status,Anomaly_Score,HR_Mean,Z_HR,RMSSD,Z_RMSSD,SDNN,Z_SDNN
1970-01-21T16:25:00.000Z,Duduk,Yes,,QUALITY_WARNING,,82.57,,37.76,,76.68,
1970-01-21T16:30:00.000Z,Duduk,Yes,,QUALITY_WARNING,,87.83,,25.58,,67.71,
