episode_id,activity_start,start_tau_in,peak_time,end_tau_out,duration_min,TTP_min,TTR_min,Dmax_feature,Dmax_OP,D_residual,recovery_rate_per_min,AUC_D,L_OP_path_length,trajectory_efficiency,C_peak,V_peak,A_peak,L_peak,R_end,relapse
1,Lainnya,2026-09-06T07:28:00,2026-09-06T07:29:00,2026-09-06T07:32:00,5.0,1.0,3.0,4.2003313197187095,1.8529595286230345,0.9879002101947362,1.0708103698413245,7.873401030548432,3.862184814559803,0.6127438377974195,0.7128424497609827,0.99996286708144,-0.37138852705856673,0.887389138406141,1.0,0
2,Lainnya,2026-09-06T09:12:00,2026-09-06T09:16:00,2026-09-06T09:20:00,9.0,4.0,4.0,2.3893646005194924,1.8744628834591324,0.5046065406240168,0.4711895149738689,10.38876583780869,7.506640419750369,0.21076751022016527,-0.010419662536681243,0.3944642718133647,-0.08756318539371767,0.5614383351934055,1.0,0
3,Berbaring,2026-09-06T09:56:00,2026-09-06T09:56:00,2026-09-06T10:07:00,12.0,0.0,11.0,4.304592020578288,2.1317026072252565,0.7185137322352666,0.32600711712209285,21.83018407066565,10.479547262016945,0.1291872752124628,-0.9792557959026388,0.999980871618832,-0.8887555717244408,0.8918328778236696,1.0,1
4,Berbaring,2026-09-06T10:10:00,2026-09-06T10:10:00,2026-09-06T10:14:00,5.0,0.0,4.0,4.643758679987725,1.9157487939102995,0.5131096469033936,1.032662258271083,7.976353498673298,5.01254283429133,0.39969826548365994,0.9972048330015086,0.9512812255514159,0.06132205063664512,0.8757737141672575,1.0,0
5,Berbaring,2026-09-06T11:09:00,2026-09-06T11:10:00,2026-09-06T11:51:00,43.0,1.0,41.0,4.88122388864379,1.936774169385641,0.7568844454553757,0.10059364495581498,107.85176922985798,4.777208585607751,0.24479856201846115,0.9998579082781502,-0.49902439083469613,0.8738545261738923,0.8594947765347641,1.0,0
6,Berbaring,2026-09-06T12:10:00,2026-09-06T12:44:00,2026-09-06T12:46:00,37.0,34.0,2.0,3.7400187903161943,2.0663122311573696,0.9071120999211367,1.4164533451975287,66.56522509882623,14.956939156305662,0.16304814800340825,-0.11985876164776631,0.9998592099532404,-0.8812219876345412,0.8710555616058562,1.0,0
7,Berkendara,2026-09-06T13:27:00,2026-09-06T13:28:00,2026-09-06T13:30:00,4.0,1.0,2.0,30.071648777809987,2.0838407999731885,0.7842457511653145,14.643701513322336,34.02318585694025,4.814424665186834,0.43443472556825874,0.9123106526235322,1.0,-0.7142001773573842,0.9999999297026001,1.0,0
8,Makan,2026-09-06T13:45:00,2026-09-06T13:46:00,2026-09-06T13:48:00,4.0,1.0,2.0,2.5953493113620607,1.873324931120661,0.80992692878497,0.8927111912885454,4.561318451124086,4.311250356606018,0.35189465298474326,-0.94614492422849,0.08103456465308828,-0.37035982945514495,0.6632898007680441,1.0,1
9,Makan,2026-09-06T13:58:00,2026-09-06T15:01:00,2026-09-06T15:06:00,69.0,63.0,5.0,3.782356833291923,2.0280358890558867,0.8988833974145772,0.5766946871754691,119.63125482341975,16.993824697133217,0.07959610951935094,0.9398693903374853,0.9998621010603934,-0.21484873872833612,0.8738157223204321,1.0,0
10,Berbaring,2026-09-06T15:09:00,2026-09-06T15:09:00,2026-09-06T16:43:00,95.0,0.0,94.0,4.276456726641466,1.7424727407592613,0.8414056947839346,0.036543096083590756,282.78878422417085,4.879242981597354,0.26655709774016584,0.999812317309636,-0.21540829377010126,0.387867788332875,0.8658709963941382,1.0,0
11,Berbaring,2026-09-06T19:22:00,2026-09-06T19:23:00,2026-09-06T19:28:00,7.0,1.0,5.0,3.8962994175428305,2.0154924103043426,0.6683513369926911,0.6455896161100279,12.043935071437115,8.609026411893955,0.2469620461280727,-0.993134895788026,0.9629564924059608,-0.6682626790971145,0.8378738092467566,1.0,0
12,Berbaring,2026-09-06T20:27:00,2026-09-06T20:34:00,2026-09-06T20:50:00,24.0,7.0,16.0,3.1343016247774447,1.8701242265716294,0.9681215009450816,0.13538625773952268,35.56802973240385,21.348295955978575,0.06421182114858344,-0.15384423775477368,0.9997656619044454,-0.6417963701178128,0.8202937021254569,1.0,0
13,Berbaring,2026-09-06T22:18:00,2026-09-06T22:32:00,2026-09-06T22:41:00,24.0,14.0,9.0,5.400194542858458,2.1366559543484525,0.8402195430790572,0.5066638888643777,52.25793660956159,23.51282199554831,0.08138210910700616,-0.9995361923408724,0.997978158565623,-0.8533727417438375,0.9176168187909264,1.0,0
14,Berbaring,2026-09-06T23:46:00,2026-09-06T23:47:00,2026-09-06T23:50:00,5.0,1.0,3.0,3.1124741845260386,1.914069220306378,0.7759081423481119,0.7788553473926423,5.990491426817393,4.252854685245501,0.43971982414883204,-0.9180976203245476,0.9146482498212308,-0.7090834677107731,0.6938133427636668,1.0,1
15,Berbaring,2026-09-06T23:58:00,2026-09-06T23:58:00,2026-09-06T23:59:00,2.0,0.0,1.0,2.4866336725843734,2.0446105043410623,1.8708100989629999,0.6158235736213735,2.1787218857736868,0.8206722856538344,1.0,-0.9263475891187387,0.9980842035024633,-0.8812029941218388,0.7413645961773951,0.41424029670390955,0
